timestamp,provider,model,duration_ms,ttft_ms,status,stop_reason,input_tokens,output_tokens,total_tokens,cost_usd,is_streaming,has_tools,has_thinking,preview_text
2026-05-04T15:58:36.979159,anthropic,claude-haiku-4-5-20251001,723.1040000915527,,success,max_tokens,8,1,9,1.04e-05,False,False,False,quota
2026-05-04T15:58:52.070937,anthropic,claude-haiku-4-5-20251001,1002.1390914916992,785.4161262512207,success,end_turn,376,20,396,0.0003808,True,False,False,"Implement minimal agentic loop in Python using Anthropic API with a run bash tool
and human confirmation before executing scripts. Implement as a standalone script `agent-loop.py`"
2026-05-04T15:58:53.947355,anthropic,claude-opus-4-7,2805.586099624634,1486.4239692687988,success,tool_use,6,163,169,0.25245675,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
2026-05-04T15:58:55.718042,anthropic,claude-opus-4-7,1796.436071395874,,success,stop_sequence,77,7,84,0.01847475,False,False,False,"<transcript>
"
2026-05-04T15:59:02.253106,anthropic,claude-opus-4-7,6474.1621017456055,4031.179904937744,success,tool_use,6,178,184,3.2693895,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
2026-05-04T15:59:21.321995,anthropic,claude-opus-4-7,16104.60615158081,2768.666982650757,success,tool_use,1,1465,1466,0.41189475,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
2026-05-04T15:59:26.620391,anthropic,claude-opus-4-7,5196.3441371917725,3976.3059616088867,success,tool_use,1,197,198,0.340965,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
2026-05-04T15:59:28.271990,anthropic,claude-opus-4-7,1643.0072784423828,,success,stop_sequence,77,7,84,0.04574625,False,False,False,"<transcript>
"
2026-05-04T15:59:34.019315,anthropic,claude-opus-4-7,5381.939172744751,2026.8268585205078,success,end_turn,1,248,249,0.32252625,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
2026-05-04T15:59:36.141409,anthropic,claude-opus-4-7,2103.8169860839844,1967.4067497253418,success,end_turn,425,7,432,0.31176525,True,True,True,"<system-reminder>
The following deferred tools are now available via ToolSearch. Their schemas are NOT loaded — calling them directly will fail with InputValidationError. Use ToolSearch with query ""se"
